conversation_id	condition	participant_gender	participant_age	utterance_id	parent_id	parent_info_need	parent_info_need_subtype	parent_text	utterance_text	info_need	info_need_subtype	nugget_1	nugget_2	nugget_3	excel_how_to	excel_recipe	wikipedia	serious_eats	stack_excahnge
1vNO49Y	active	male	35-44	-NKIGmglaGyHkIe8dCzi	-NKIGaozgyUuR9xlGTnz	knowledge	science	cornstarch helps to thicken up the sauce	Yes precisely.			0	0	0	0	0	0	0	0.0
1vNO49Y	active	male	35-44	-NKIH0b0XXU_B2b76SIZ	-NKIGvgMZhBa9I43tecG			it's all coming together now! Great	Well done! This is the last step in the recipe!			0	1	There is only one fact in the text.	0	0	0	0	0.0
1vNO49Y	active	male	35-44	-NKIH0ohDkOGpNusUDrF	-NKIGvgMZhBa9I43tecG			it's all coming together now! Great	https://www.seriouseats.com/thmb/nlevLgylpU4QeL7F9y1CZ_ePQ2I=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__11__20181023-duck-a-l-orange-vicky-wasik-34-1500x1125-e1d019c7ebf845b58106b841a00867d1.jpg			0	0	There are zero facts in this text as it is just a link to an image.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXnr5xnUy78luSin6s	 	 	 	 	Do you have any questions regarding the tools required or the ingredients?			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXoIn9vtbpN59W3Vzn	-NKXnyGQCgdSl1Sjuw1C	equipment		is it important that the mortar is made from marble?	Yes, the type of mortar you use plays a crucial role.  A Thai granite mortar produces a much better pesto compared to a ceramic one. However,  the most effective is the Italian marble mortar with the large wooden pestle.			2	3	There are 3 facts in this text.	2	0	0	0	0.0
ea5def48	active	female	55-64	-NKXoMm9eVm_t8mJVNW5	-NKXnyGQCgdSl1Sjuw1C	equipment		is it important that the mortar is made from marble?	That large pestle head is perfect for efficiently smashing the garlic to paste, and the pine nuts.			0	1	1	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXoWYOqgNkdoQgj4Dj	-NKXnyGQCgdSl1Sjuw1C	equipment		is it important that the mortar is made from marble?	https://www.seriouseats.com/thmb/ZXiAlVVJl6M3FLNsRBTz7IO7JAo=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180706-mortar-pestle-vicky-wasik-coriander-pesto-comparison1-1500x1125-fa5fb5f3ec5c46af916ffd25bab106cf.jpg			0	0	There are no facts in this text, as it is a URL to an image.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXofz-LgKvmGU68VH6	-NKXnyGQCgdSl1Sjuw1C	equipment		is it important that the mortar is made from marble?	The picture above shows the difference between ceramic and Thai granite mortars.			0	1	1	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXoqy7X_3c4fjIcbeO	-NKXohFPoVveJffyNkmi			That was very informative. Also, it says 'see note' in the recipe. I cannot see the note.	I'm sorry, I do not think I have this information			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXp6I2z19LvQa2I9Vw	-NKXp0SQoQ8POz9n4PCi	preparation		So is this note not important?	No, it is not.			0	1	"There is only one fact in the text: ""No, it is not."""	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXp7IbKypfBmLTapQz	 	 	 	 	Are you planning to use Pecorino Fiore Sardo or a different type of cheese?			0	0	0 (There are no facts in this text)	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXpUfGKx3xHmqP6Hyb	-NKXpEtCp-QYYrbx8_PM	ingredient		You mean a different type of Pecorino?	So,  historically, the cheeses of true Ligurian pesto were Parmigiano-Reggiano and Pecorino Sardo (or Fiore Sardo), a Sardinian sheep's-milk cheese. However,  Pecorino Romano can be used as well.			3	2	2	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXpnqVGf5cSZP6CG93	-NKXpdlKmu6TDXR9Rbg2			OK fine, I can only get Pecorino Romano, but that should not be a problem then.	That's perfect! However, remember that Pecorino Romano is saltier, sharper, and tangier than Fiore Sardo.			0	3	3	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXqBWuc5-KrL_dP-TT	-NKXpw5V6iZron_LCTz-	amount		Does that mean I should use less?	No, you can still use  3/4 ounce (about 2 tablespoons). However, you might be careful when adding coarse sea salt			1	2	2	0	1	0	0	0.0
ea5def48	active	female	55-64	-NKXqNcMHrcmzE5o62vZ	-NKXqKJhX7uiwuKFLQbg	preparation		Ah, OK. Shall we start then? What do I do first?	Sure! Would you like to go to the first step?			0	0	0 (There are no facts in this text)	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXqaZmnOYY1WOCWAla	-NKXqWz5wuWYAxtF1G2I	time		How long should that take?	I'm not sure I understand you.  Can you rephrase this?			0	0	0 (There are no facts in this text.)	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXr1V_Dx4x5Rg9h1Q8	-NKXqjtXF6AEP57YnLfY	time		In the picture you say I should pound the garlic to a paste. How long does that take?	It should not take long. The goal is to pound the garlic into a rough paste as shown in the picture below.			0	2	2	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXr1rswgp4fYIVTOrd	-NKXqjtXF6AEP57YnLfY	time		In the picture you say I should pound the garlic to a paste. How long does that take?	https://www.seriouseats.com/thmb/fGlA6hBp7gDv55yovcSo31wubVU=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180731-pesto-reshoot-vicky-wasik-1--1500x1125-3fd7891bdc7c4e02a09a62056ed9a15a.jpg			0	0	There are zero facts in this text, as it is a URL linking to an image.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXrSgOzMmXjz_x0k-V	-NKXr5wBADgZvuB3l7TB	ingredient		So it should be really creamy?	Not very creamy. Once you add the pine nuts and smack them down into crumbled bits, you should obtain a sticky beige paste when you grind them with the garlic.			0	2	Two.	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXrUCBxz_xdB4laxDF	-NKXr5wBADgZvuB3l7TB	ingredient		So it should be really creamy?	let me show you a picture			0	0	0. There are no facts in this text.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXrUMaEyLYkh4wZZSr	-NKXr5wBADgZvuB3l7TB	ingredient		So it should be really creamy?	https://www.seriouseats.com/thmb/6uKLgGvoO8b1hMKMPAeiySAlP2I=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180706-pesto-vicky-wasik-garlic-pinenuts-1500x1125-25ce13e01bc14328895a01caeb910364.jpg			0	0	There are no possible facts in this text. It is just a web link to an image.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXsAm8HS_ZqJpCW0wK	-NKXryyPyiwOTN0e5LFE			Why does this picture not appear in the big picture section. Not so easy to see in this thread.	I'm sorry about that.			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXsHEGDPkc-gp7TKtc	-NKXryyPyiwOTN0e5LFE			Why does this picture not appear in the big picture section. Not so easy to see in this thread.	But a great suggestion for a new feature! Thanks!			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXsqWNyg7jBrpn0xD2	-NKXsTmJLsvXN3ttYTRg	ingredient		One question I wanted to ask: pine nuts are very expensive and I appreciate that the genuine pesto uses them. I have seen that commercial pestos use cashews. Can then be used as a substitute and what is the consequence for taste of the final dish?	That is a great question!  As you mentioned most recipes for pesto sauce call for pine nuts, but walnuts are not unheard of. So the flavour will only be affected marginally			1	2	Two.	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXt35KvJkEX55dxFer	 	 	 	 	It's also worth noting that toasting nuts in this step is not worth it.			0	1	1	2	0	0	0	0.0
ea5def48	active	female	55-64	-NKXt8ABQMy0jmSWBEyn	 	 	 	 	Let me show you the next step			0	0	There is 0 fact in this text.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXtUL0hnRRnw4RouZh	-NKXtQG220ALOm7PIHZt			Yes, so more arm exercises ;-)	Exactly! But it will be worth it :)			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXteQR9x0u2bo31keV	 	 	 	 	Would you like to go to the next step?			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXuBLaKBij0WeicK2_	-NKXtx_QxRJ5jRackGdP	preparation		So I have to make sure that each handful is ground down properly before I add the next?	Yes exactly! Adding small pinches of coarse sea salt is helpful here as salt acts as an abrasive that helps break down the basil.			0	1	There is only one fact in this text.	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXuKqnSsNtEGQieYd7	 	 	 	 	In this step, I would also recommend washing the basil leaves just before crushing the leaves against the side of the mortar.			0	1	One.	2	0	0	0	0.0
ea5def48	active	female	55-64	-NKXukXHNiwuIHXj86Z-	-NKXudPHrcmp41jjG9zd			In the list of ingredients it stated that the basil should be washed, but that water should still cling to them.	Precisely! If you wash the basil leaves just before and leave the water clinging to them, it helps to build up this creamy emulsion.			0	1	One.	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXukXHNiwuIHXj86Z-	-NKXuglIY_Z6w32KEfg1	preparation		Is this a second wash?	Precisely! If you wash the basil leaves just before and leave the water clinging to them, it helps to build up this creamy emulsion.			0	1	One.	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXuoCjJRWHFPWs5dq_	-NKXudPHrcmp41jjG9zd			In the list of ingredients it stated that the basil should be washed, but that water should still cling to them.	And no, you just need to wash them once.			0	1	1	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXuoCjJRWHFPWs5dq_	-NKXuglIY_Z6w32KEfg1	preparation		Is this a second wash?	And no, you just need to wash them once.			0	1	1	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXvIrVwQyJM-uAZ_jd	-NKXv11kPRui71GTO8CY	knowledge	science	I was going to say that there is a colour change from dark to light green. Is that an indication of the emulsion  process happening?	Yes exactly! You should end up with a beautiful light-green paste that's creamy, almost like guacamole.			0	1	1	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXvMvCsDeF5EQvEAl5	 	 	 	 	During this process I would recommend adding the olive oil in small increments, working it in with the pestle to maintain that creamy emulsion before adding the next handful.			0	1	1	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXvipJ5X7Ne0AefbmB	 	 	 	 	By the way, you could also use a food processor for this process.			0	1	1	0	1	0	0	0.0
ea5def48	active	female	55-64	-NKXwdeoeGcFdkcDgP9j	-NKXvwu_A-3ap_ydAvEX	equipment		Ah, that is a question I wanted to ask. Is there an different in result?	That is a great question! Yes, there is quite an important difference which becomes evident once you put the pesto sauce on the pasta.  The mortar-and-pestle pesto coats the noodles beautifully, bathing them in a gorgeous green-tinted sauce. By contrast, the food processor pesto just sticks to the pasta in little bits, like glitter, and the oil absorbs little of the basil's colour.			3	2	Two facts are in this text.	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXwdeoeGcFdkcDgP9j	-NKXwL3KgrHRt-fgSFOg	equipment		Sorry, typo: Is there any difference in result if you use the 'lazy' method, i.e. the food processor? Other than the halo around my head?	That is a great question! Yes, there is quite an important difference which becomes evident once you put the pesto sauce on the pasta.  The mortar-and-pestle pesto coats the noodles beautifully, bathing them in a gorgeous green-tinted sauce. By contrast, the food processor pesto just sticks to the pasta in little bits, like glitter, and the oil absorbs little of the basil's colour.			3	2	Two facts are in this text.	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXwpPwEJBEx8lGrDDd	-NKXvwu_A-3ap_ydAvEX	equipment		Ah, that is a question I wanted to ask. Is there an different in result?	Hence, the best pesto should be made under the pressure of a pestle. However, the food processor is a good alternative if in a hurry.			1	2	2	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXwpPwEJBEx8lGrDDd	-NKXwL3KgrHRt-fgSFOg	equipment		Sorry, typo: Is there any difference in result if you use the 'lazy' method, i.e. the food processor? Other than the halo around my head?	Hence, the best pesto should be made under the pressure of a pestle. However, the food processor is a good alternative if in a hurry.			1	2	2	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXxYH_2uME7EbYe66j	-NKXxHpN34kEUj1v-s-_	knowledge	step_importance	Is this speed of adding the olive oil important, just like when you make mayonnaise?	No in this context it does not matter as long as you add the olive oil in small increments to maintain the creamy emulsion.			0	0	0	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXyF6viEM3gLL2BZQ9	-NKXxsbJVbrCH1TjrEc4	preparation		Do I now taste it and add more salt if required?	Yes, you should always taste it as you adjust the ratio of the ingredients.			0	1	1	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXyOv266ym_pqGgY3F	-NKXyJS3zhcjTCXj4-JY	ingredient		No pepper in this?	No, pepper is not a required ingredient.			0	1	1	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXybxTrJQax30hhTJ7	 	 	 	 	Have you managed to find the Ligurian olive oil?			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXyvLR-lPEmKwF5b0l	-NKXyimEMuKdOxBcX1qZ			It was far too expensive :-(	Yes it is!			0	0	0	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKXyyIYCOJLs4-Y7xU_	-NKXypzO4pOS_sYk3QZt	ingredient		Does it have a major  impact on the taste?	No not really. As long as you're using a decent, somewhat mild olive oil, your pesto is going to be good.			0	2	2	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXz9s2PgC9rMtmAFDC	-NKXz5K2fd-zcmhiP65t	recipe		How does this recipe compare to the commercial ones available?	I'm sorry, I do not think I have this information			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXzfg09eFqqLy7dSWP	-NKXzN_xUfTAtdpkki66			Yea, that is obviously a matter of taste. Sorry for asking.	Don't worry about it! I'm here to help you to make the best pesto so feel free to ask any question you might have!			0	0	Zero.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKXzvk6bI7NeiwrTNUS	-NKXz_KSpMSFo0QLd6C1	knowledge	history	Is this the real 'original' recipe for pesto?	This recipe closely follows the original pesto recipe.  The most famous, and the one we're talking about here, is pesto alla genovese, from the Ligurian city of Genoa and its environs.			1	2	2	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKY-1gXoaC-b9Vu6Oz0	-NKXz_KSpMSFo0QLd6C1	knowledge	history	Is this the real 'original' recipe for pesto?	However, notice that Pesto is a more generic Italian term that describes a wide variety of puréed sauces, traditionally made using a mortar and pestle.			0	1	1	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKY-3nbgVyYRT1RUgtb	-NKXz_KSpMSFo0QLd6C1	knowledge	history	Is this the real 'original' recipe for pesto?	There are other pesto sauces worth knowing about, though, including Sicily’s blushing-red pesto alla trapanese, which is rich with tomatoes; southern France's pistou (a version without nuts); and many, many more.			0	1	"There is only one fact in this text: ""There are other pesto sauces worth knowing about."""	1	0	0	0	0.0
ea5def48	active	female	55-64	-NKY-vZi9TXis6O0Z-Ij	 	 	 	 	Would you like to go to the last step?			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKY03YpQzsG7pFWd4Ja	-NKY-w6YDp7fvdS1vfSd	time		But back to our pesto. After adjusting the salt I assume we have completed the dish. How long before using it can I make it? Does it keep in the fridge?	Yes, precisely, let me show you the last step.			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKY0oe5e6Tyixe-Kx6D	-NKY0UJl5QMaMx1WUusr	time		How long can/could I keep it? Can it be frozen?	Let me see what I can find			0	0	0. There are no facts in this text.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKY1gpV-py-xywqwfTS	-NKY0UJl5QMaMx1WUusr	time		How long can/could I keep it? Can it be frozen?	So making pesto and freezing it doesn't work well due to the Parmesan cheese component. You could get around this by making a mix of the chopped/blended basil and olive oil, and freezing that combination. With that, you may also be able to add your salt & garlic as well.			0	2	2	0	0	0	0	1.0
ea5def48	active	female	55-64	-NKY1tj5_Yv8GqpK0XEK	-NKY0UJl5QMaMx1WUusr	time		How long can/could I keep it? Can it be frozen?	however, I'm not sure for how long you should be able to keep it refrigerated			0	0	Zero. The text does not contain any facts, only a statement of uncertainty.	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKY2EJc220eMiiTl_aw	-NKY29MPvlWw2KOcscIm			Thank you. Sounds like freezing it would be an expensive mistake after all the work. So one must not make more than required that or the net day.	Precisely!			0	0	0	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKY2LwhTNlmdqG5Vk7s	 	 	 	 	This was the last step in the recipe. Feel free to ask any additional questions you might have.			0	1	1	0	0	0	0	0.0
ea5def48	active	female	55-64	-NKY2th0NOn-z50j83H1	 	 	 	 	Thank you! Have a nice day!			0	0	0	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdBCHx4U4MSnMeJlIG	 	 	 	 	Do you have any questions regarding the ingredients?			0	0	0 (There are no factual statements in this text.)	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdBmrUlg7Gf1BtVOtB	-NKdBK0cZ9sUkVQl17SH	ingredient		can you use dried parsley and chives	I'm sorry, I do not think I have an answer to your question. However, it's recommended to use fresh parsley leaves and chives			1	1	1	0	1	0	0	0.0
c70f521	active	female	45-54	-NKdBvdcgOOjxOaz9K9A	 	 	 	 	Are you also planning to use   Dijon mustard?			0	1	"There is only one fact in this text: ""Dijon mustard is mentioned."""	0	1	0	0	0.0
c70f521	active	female	45-54	-NKdC2cP-BYawUubm4w6	 	 	 	 	Ok great! Do you have any other question regarding the ingredients or would you like to go to the first step?			0	0	0 (There are no facts in this text)	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdC8Wdf8sBVB2tJUyu	-NKdC6TlEtjQZQyUMWfx			Let's go to the first step	Sure!			0	0	0	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdCSb_4UvUYQBzujVC	 	 	 	 	Can you tell me what is the difference between hot water dough and cold water dough?			0	1	There is only 1 fact in this text, which is the question about the difference between hot water dough and cold water dough.	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdCzlTnUqReo3uhVmr	-NKdCYacLvvT9TYWw0LT			No idea	Well that's fine!  With most Western breads and pastries, cold or room temperature liquid is added to flour before kneading it.  A ball of well-kneaded cold water dough will spring back if you press it and contract if you stretch it. This is why, for example, pizza dough is extremely hard to roll out until it's had at least a couple hours to rest and allow this gluten to relax.			3	3	3	2	0	0	0	0.0
c70f521	active	female	45-54	-NKdD1vMRvPhk8fQNOcg	-NKdCYacLvvT9TYWw0LT			No idea	A hot water dough, on the other hand, works differently. By adding flour directly to boiling water, you actually end up not only denaturing the proteins, but smashing them into small pieces. Some degree of gluten can still form, but because cooked proteins aren't nearly as stretchy or clingy as raw ones, you won't get anywhere near the elasticity of a cold-water dough.			0	3	There are three facts in the text.	1	0	0	0	0.0
c70f521	active	female	45-54	-NKdD3hHObIq_jXRQ7ka	-NKdCYacLvvT9TYWw0LT			No idea	As a result, a pâte à choux dough isn't stretchy or bouncy; its more malleable and supple, kind of like Play-Do.			1	1	1	1	0	0	0	0.0
c70f521	active	female	45-54	-NKdDXzuKb-pRhIPUzMB	-NKdCn-PwSaWlSKnfyi_			I'm ready for the second step	Ok let me show you the next step.			0	0	0	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdDgHkJIgQ6jhlfeGi	 	 	 	 	Are you planning to use a stand mixer?			0	0	0 (There are no specific facts provided in the text, only a question)	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdDx5ntz_wyH0MkkYq	-NKdDi32QdVJHY-Y1DiB			Yes, I am	That's great!  Cooked side-by-side, there's absolutely no detectable difference between the wooden spoon and the stand-mixer method, provided you beat extremely vigorously. However,  If you're even slightly lax with the hand-beating, then the stand mixer method will produce superior results every time.			1	2	Two.	1	0	0	0	0.0
c70f521	active	female	45-54	-NKdE6FXx6FPMDzxdx0q	-NKdDziY52XOTrFL56Bw	ingredient		What kind of cheese are we using	In this recipe we are using 1/2 cup (about 1 ounce) of freshly grated Parmesan cheese			1	1	1	0	1	0	0	0.0
c70f521	active	female	45-54	-NKdESwK2KJLWKm26QU1	-NKdEFhO_xYrxdyUiXze			I just bought a stand mixer for myself.	Perfect! Do you have any other questions about this step?			0	0	0	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdEgNOFgL0JMO4o1hu	 	 	 	 	Ok perfect! Let's go to step 4			0	1	There is one fact in this text.	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdEpQePdQvjibcZoHG	 	 	 	 	in this step, it's very important that you let the mixture rest for 15 to 25 minutes at room temperature.			0	1	1	0	1	0	0	0.0
c70f521	active	female	45-54	-NKdFCLxMcaQINTDJH1v	-NKdF6Vi18JDdKxMUnyM	knowledge	step_importance	Why do you need to stop cutting off the mixture in one minute?	The goal is to pipe and cut as many gnocchi as you possibly can within about a minute, so that the last gnocchi that drops in won't be too far behind the first one that entered the pool.			0	1	1	1	0	0	0	0.0
c70f521	active	female	45-54	-NKdFSZinksc0M1-9Is_	-NKdFOD1-ma8oYBlUsdN	preparation		Ah, I see.  Makes sense.  Then you wait until they are cooked, take them out, and start again?	Yes, that is correct			0	1	"There is only one fact in this text: ""Yes, that is correct."""	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdFpiJTvoCXdwjtwge	-NKdFbYy4Qyen8GZdQlf	amount		How many gnocchi does this recipe make?	This recipe is for 4 servings			0	1	1	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdGE5Fkyvw4BErFUZa	-NKdG6CklhSMUufMFGSk			I find gnocchi very filling when eating it.	Yes, that is true! But tasty!			0	2	2	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdGYZuNsN0mWHkG6Rp	 	 	 	 	Do you have any other questions about this step?			0	0	0 (There are no facts in this text, only a question.)	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdGj1VBAdeTq0a1cQx	-NKdGfL3Xn3qP5Gn72B4			No, I don't believe so	Ok, let's go to the next one.			0	1	"There is only one fact in this text which is ""Ok, let's go to the next one."""	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdHO6W1g-5kcnCvAmY	-NKdHDRzhIqxchRKBESc	equipment		What is a metal spider?	"A ""metal spider"" is restaurant lingo for a flat mesh scoop used in frying and skimming."			1	1	One.	0	0	0	0	1.0
c70f521	active	female	45-54	-NKdHnb_OxYfcDBvFDAX	-NKdHZJiivHnb6N_jp1s			I don't have one of those.	In that case, a relatively big strainer would do the job.			0	1	1	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdHzPFmdP88pS6mC31	-NKdHvbv9Ks4WmX0cLwr	equipment		Does it have to be a metal one?	It would be preferred.			0	0	Zero.	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdIQLYSrM136BeMgfx	 	 	 	 	Do you have any other questions about this step?			0	0	0	0	0	0	0	0.0
c70f521	active	female	45-54	-NKdIeVpb73pZakaQv3f	 	 	 	 	Ok great! This was the last step			0	1	"There is only one fact in this text: ""This was the last step."""	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiIZDZ8Slx3IGrOsEc	 	 	 	 	Do you have any questions about the ingredients or the recipe in general?			0	0	0. There are no facts provided in this text.	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiIk4EL6NiHnuh3uRj	-NKiIfSgP7H39ELTaQ6P	preparation	picture	can I see a picture of the finished pesto first?	Yes, sure!			0	0	0	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiIkMtgF5TPjdeHtTg	-NKiIfSgP7H39ELTaQ6P	preparation	picture	can I see a picture of the finished pesto first?	https://www.seriouseats.com/thmb/LNBuPpRRfxUVTSo51pU8D6MBLSA=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180731-pesto-reshoot-vicky-wasik-11--1500x1125-da04608777e94d9c8d0c137bcb96b233.jpg			0	0	There are no facts in this text.	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiIsQ1ad4pAu-N_TA6	 	 	 	 	Are you planning to use a food processor or a mortar and pestle?			0	1	1	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiJ73tvVMMavJpZNI9	-NKiIxiZWFCnQabC8OMp	equipment		I have both, which one do you recommend	If you want to make the very best pesto, I would recommend using a mortar and pestle from the Mediterranean.			0	1	1	1	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiJS_z2QBGl4DV6m_c	-NKiJA4Sr-G2diIRluyG			great, I will be using that	You can still use the food processor if you prefer			0	1	1	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiJt0xkaG_6sBjfqCk	-NKiJ_FGOYWgaVdPzZIm	equipment		fine with mortar, any other tips for best results?	I would also recommend using the best fresh basil you can find.			0	1	1	1	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiJyfPuu58tvAjPi-o	-NKiJ_FGOYWgaVdPzZIm	equipment		fine with mortar, any other tips for best results?	And as long as you're using a decent, somewhat mild olive oil, your pesto is going to be good; if you feel like using an even higher-quality, not-too-spicy oil, whether Ligurian or not, it may be subtly better.			1	2	Two.	1	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiKQVz0hGPdIsPaG33	-NKiK6UlYg2IKn69fDJf	ingredient		thanks for the tips! How about the Pecorino, the recipe states 'see note'	So,  historically, the cheeses of true Ligurian pesto were Parmigiano-Reggiano and Pecorino Sardo (or Fiore Sardo), a Sardinian sheep's-milk cheese. However, you can also use Pecorino Romano.			1	3	3	1	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiKUFIVgcURy71wNLt	-NKiK6UlYg2IKn69fDJf	ingredient		thanks for the tips! How about the Pecorino, the recipe states 'see note'	But be careful as Pecorino Romano is saltier, sharper, and tangier than Fiore Sardo.			0	3	3	1	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiKcFbm1v2OGd5BO6k	-NKiKZaXNXLByYv4Vutj			Thank you, I have all my ingredients and ready to start chopping!	That's great to hear! Let me show you the first step!			0	0	There are no facts in this text.	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiKqNMXthbJ7qERvLK	 	 	 	 	Do you have any questions about this step?			0	0	0. There are no facts in this text.	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiKx7EypDia2-kFLjw	-NKiKuDFJzY3D86NXXax			no thank you, ready to move to step 2	Sure!			0	0	0. There are no factual statements in this text.	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiLWOUiV0AD7AvZzek	-NKiLGUP3d6zXiDyr_Dy	preparation		should I clean up the mortar or is it okay to just add the nuts	No, you can just add the nuts.			0	1	1	1	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiLXXY1S6z6ZcG3I6e	 	 	 	 	Additionally, in this step, I would not recommend toasting the nuts as the result is only marginally better and  I'm not sure most people would even notice.			0	1	1	0	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiM1QgpJkKdJLQ1rjW	-NKiLo9z8jPh1WYzEAJR	preparation		any further tips on this one?	In this step, I would recommend washing the basil leaves and leaving the water clinging to them.			0	0	0	1	0	0	0	0.0
4f7f5758	active	female	25-34	-NKiML6o2RzdwQWaBbrq	-NKiMGu1zaLH7zLHpuUv	amount		how much oil (max) can I put? I like it quite oily	Around 3/4 cup (175ml) mildly flavored extra-virgin olive oil			0	1	1	0	1	0	0	0.0
4f7f5758	active	female	25-34	-NKiMXa3Xgz5frSMTkFe	-NKiMGu1zaLH7zLHpuUv	amount		how much oil (max) can I put? I like it quite oily	I would also recommend adding the olive oil in small increments, working it in with the pestle to maintain a creamy emulsion			0	1	"There is 1 fact in this text: ""adding the olive oil in small increments, working it in with the pestle to maintain a creamy emulsion""."	1	0	0	0	0.0
