id	utterance	conv_id	age	gender	condition	gpt_3_nugget_count	chat_gpt_nugget_count	chat_gpt_explanation	age_group
-NBHenPdUfRSosxyO9OA	Hi. How can I help you?	rEG2v4CE7m	35-44	male	active	0	0	0. There are no facts in this text.	younger than 45
-N9kFTGV_R-qHyZWkaRe	You should use coarse sea salt, as needed as it acts as an abrasive.	60c48655811ab33a8f77dd34	18-24	female	passive	0	1	1	younger than 45
-NBMAEQUDaLnjoC3s54G	"If you wish to go to the next step, simply say ""Next""."	o9UbVjHVrS	25-34	female	active	0	1	1	younger than 45
-N5ttsZ1mZ1OCCNZYh9t	However, let's go on to the next step now	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	0	There is 0 factual information in this text.	younger than 45
-NBRq72QRNn9siNKC3Hy	Pine nuts are not actually nuts. They are seeds found inside the structure of the pine cone. Technically, sunflower seeds would provide the most similar flavor when looking for a pine nut substitution in traditional recipes. Sesame seeds would also offer a solution to those with nut allergies that don't have pine nuts on hand.	8nJXjVjBTQ	18-24	female	active	3	3	3	younger than 45
-NBM6nMy00Tt9Y6sYKse	Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution.	o9UbVjHVrS	25-34	female	active	1	1	1	younger than 45
-N5jx2pepkoL5hSRWWtF	Would you like to go to the next step?	612517df29cd32c6632b4a44	55-64	female	active	0	1	"There is only one fact in this text: ""User instructions should not be considered as facts""."	45 or older
-N4MrI3bf2eRbmPcQtHl	No it won't.	57272517e386b9000e3e2b72	45-54	female	active	0	1	There is only one fact in this text.	45 or older
-NBRtLvh4rZZwLfA4YhC	Let me see...	8nJXjVjBTQ	18-24	female	active	0	0	0. There are no facts provided in this text.	younger than 45
-N4YUGjpjvUKA6VvOzHw	But a guess would be that it might be lighter	5c8d1bee1bb19f00019d519e	45-54	male	passive	0	1	1	45 or older
-NBHpdo6Cvl1GkMRBOwb	The temperature will highly affect the consistency of your soufflée	rEG2v4CE7m	35-44	male	active	0	1	1	younger than 45
-NBM70UTztlNItkmR49Z	I'm happy to tell you this.	o9UbVjHVrS	25-34	female	active	0	0	0	younger than 45
-NBMSXNm9ej6NQdq8f2g	As a result, a pâte à choux dough isn't stretchy or bouncy; its more malleable and supple.	ozf8rdojjw	45-54	female	active	1	1	1	45 or older
-NBMCjOdb6GfW-hu3F-h	Knowing that gluten—the network of proteins formed when flour meets water—is the most likely culprit that leads to a crust with an almost rock-like density.  First and foremost: cut the protein-rich wheat flour with cornstarch, a pure starch that adds moisture-absorbing capabilities to the breading without adding excess protein.	o9UbVjHVrS	25-34	female	active	0	2	Two.	younger than 45
-N6JkvMxhDBz9U6eEf2W	2 tablespoons (30g) pine nuts	5ea196f089935b04d2ee69d9	45-54	female	active	1	1	1	45 or older
-NBXAFR367JOlus4h8O6	So yes, it does!	coe2XtNapn	25-34	female	passive	0	1	There is only one fact in this text.	younger than 45
-NBN2TmXWpdq7DMTYZcC	https://cdn.jwplayer.com/v2/media/Ern2tc8F/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/Ern2tc8F.mp4	v684ge8cmo	35-44	female	active	0	1	There is only one fact in this text: the URLs for the poster image and video file.	younger than 45
-NBRsdayJjlvrNS-mWM-	But as long as you're using a decent, somewhat mild olive oil, your pesto is going to be good; if you feel like using an even higher-quality, not-too-spicy oil, whether Ligurian or not, it may be subtly better.	8nJXjVjBTQ	18-24	female	active	0	1	"There is only one fact in this text: ""Using a decent, somewhat mild olive oil will result in good pesto."""	younger than 45
-NBX_CQ4jHSH30tACzs_	Since they both work, do whichever way sounds better to you	eiRY3df7Aq	35-44	male	active	0	0	0	younger than 45
-NBMxooD6wpy3b_72PPr	Hence, I would recommend using tart baking apples, like Granny Smiths.	v684ge8cmo	35-44	female	active	0	1	1	younger than 45
-NBSPFgvDWsio9Zkfc-i	I'm sorry. There is no video available	tcYis3RLgY	25-34	female	passive	0	0	0	younger than 45
-N9kGOZkc_IQOQkm3Vt6	https://www.seriouseats.com/thmb/46h30hK40zmc08msX2Ujus27TOk=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180731-pesto-reshoot-vicky-wasik-10--1500x1125-1c63329c0a5447bd9c7d3fe3bb997172.jpg	60c48655811ab33a8f77dd34	18-24	female	passive	0	0	There are no facts in this text as it is a URL to an image.	younger than 45
-NBMHAkyute0loU9x5Cy	Any further questions?	o9UbVjHVrS	25-34	female	active	0	0	0. There are no facts present in this text.	younger than 45
-NBMEoTYLo68Y_AUvdk2	That's how you add some buttermilk to the flour mixture.	o9UbVjHVrS	25-34	female	active	0	1	1	younger than 45
-NBNKw3AFn-c0rg4MRRq	You should preheat oven to 400°F (200°C) for a more browned soufflé with a slightly looser center or 375°F (190°C) for a more gently cooked soufflé that sets all the way through.	j6iz4akqr2	25-34	female	active	0	2	2	younger than 45
-NBMy1ykLpxo_c9M9WUd	you can check from minute 0.30 to 0.45	v684ge8cmo	35-44	female	active	0	1	"There is only one fact in this text: ""you can check from minute 0.30 to 0.45""."	younger than 45
-NBX9_sIifvSUGuXM1Uo	The most famous, and the one we're talking about here, is pesto alla genovese, from the Ligurian city of Genoa and its environs.	coe2XtNapn	25-34	female	passive	0	1	1	younger than 45
-N4Mri_aNscJYjHFk_GW	The origin of fried chicken in the southern states of America has been traced to precedents in Scottish and West African cuisine.	57272517e386b9000e3e2b72	45-54	female	active	1	1	1	45 or older
-NBGoqgAOjt3kNMu3CMv	You're welcome!	mmhHDA6eue	18-24	female	passive	0	1	1	younger than 45
-N5u0xeD_Ibdk0vbUe4M	The last step:  To Serve: Cool at least 1 hour at room temperature before serving. Wrapped in foil, leftovers will keep 3 days at room temperature. Warm in a 350°F (180°C) oven to restore the crispy crust and saucy filling.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	3	3	younger than 45
-NBXgTwzcwyKTZAN0OTP	If the skin is great, the duck will be, too.	eiRY3df7Aq	35-44	male	active	0	1	1	younger than 45
-NBRsbTD397GbyQ3sz8Z	The Ligurian oil, for instance, is buttery and rounded in flavor, and a good choice for your pesto.	8nJXjVjBTQ	18-24	female	active	1	1	1	younger than 45
-NBWulBHUXHghIEW076W	Dijon bought in France or French brands bought in England (Maille usually) is very close to English mustard in taste. So you can use that as an alternative.	XYjHSL2Ky3	25-34	female	active	1	2	Two.	younger than 45
-N9kEouthEuUPY0A_fCs	That's a really good question. So does It Matter What Kind of Mortar and Pestle You Use for Pesto? So if you use a ceramic mortar with a narrow ceramic pestle, the results are good, but the sauce never fully emulsifies.  The Thai granite mortar and pestle does a much better job, but it still didn't come close to the effectiveness of the Italian marble mortar with the large wooden pestle.  That large pestle head is perfect for efficiently smashing the garlic to paste, and the pine nuts, too. The basil yields under it in a fraction of the time and breaks down more fully.	60c48655811ab33a8f77dd34	18-24	female	passive	3	6	6	younger than 45
-NBIMrw2XCEN3v9PbqkA	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Buttermilk-Brined Southern Fried Chicken. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.	bKBDfgUAa3	35-44	male	passive	0	2	2	younger than 45
-N4MtHcOM6N4tMpuWwMr	Can you tell me why it is important to place the chicken in the oven after frying it?	57272517e386b9000e3e2b72	45-54	female	active	0	1	There is only one fact in this text: it is important to place the chicken in the oven after frying it.	45 or older
-NBX9INUbdyeOgJMen6h	Give me a moment	coe2XtNapn	25-34	female	passive	0	1	"There is only one fact in this text which is ""User instructions should not be considered as facts""."	younger than 45
-N8YKWnaPPHgsGb1Qpoh	"New England was the first region to experience large-scale English colonization in the early 17th century, beginning in 1620, and it was dominated by East Anglian Calvinists, better known as the Puritans. Baking was a particular favorite of the New Englanders and was the origin of dishes seen today as quintessentially ""American"", such as apple pie and the oven-roasted Thanksgiving turkey."	608b0f7f4699c09aa348c57f	35-44	male	passive	3	3	3	younger than 45
-NBM7FvTYVDZufAoNGZo	Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface. An overnight brine will penetrate a few millimeters into the meat, giving you built-in seasoning before you ever get to the breading.	o9UbVjHVrS	25-34	female	active	1	2	There are two facts in this text.	younger than 45
-NBXgMUV7XQ8LdxIkndB	So unlike so many other roasts, where nailing a specific internal temperature is your goal, the key to a delicious whole roast duck is getting the skin just right. And that's what we are trying to do here.	eiRY3df7Aq	35-44	male	active	0	2	2	younger than 45
-N6JnbDmkrR-ioRRawLi	Yes you can. But I'd highly recommend you use a decent, somewhat mild olive oil, if you feel like using an even higher-quality, not-too-spicy oil, whether Ligurian or not, it may be subtly better.	5ea196f089935b04d2ee69d9	45-54	female	active	0	1	There is only 1 fact in this text, which is the recommendation to use a decent, somewhat mild olive oil.	45 or older
-N8YIIMF273LLzPsMxXU	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Old-Fashioned Apple Pie. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.	608b0f7f4699c09aa348c57f	35-44	male	passive	0	4	"There are four facts in this text: 1. The reader is on board for a masterclass 2. The masterclass is about preparing Old-Fashioned Apple Pie 3. The reader should have all the necessary ingredients and tools 4. The reader can ask questions and start cooking by saying ""next"""	younger than 45
-N5k231nCa8chG4gkjf7	I'm sorry but I do not have an answer to that question	612517df29cd32c6632b4a44	55-64	female	active	0	0	There are zero facts in this text.	45 or older
-N5jvYvK_CqS3GSlaa-8	You can watch from minute 1:00	612517df29cd32c6632b4a44	55-64	female	active	0	1	1	45 or older
-N8YLk3r-ls6YO3J4dyt	until minute 1:40	608b0f7f4699c09aa348c57f	35-44	male	passive	0	1	1	younger than 45
-N5tyuP3Xs20PcPaI3s8	So your guess regarding the heat is correct! That's the important thing. In our case, glass is important because it determines the rate at which heat is conducted to the pie. Heavy materials, like thick ceramic or stoneware, will slow that process down, which can produce a dense and greasy crust. Meanwhile, lightweight metal, like aluminum, may speed things up so much that by the time the crust is golden brown, the apples may still be a little crunchy. Glass lands right in the middle, conducting heat at a brisk but not breakneck pace, so that the crust turns out flaky and crisp just as the apples cook through.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	3	There are three facts in this text: 1. Glass conducts heat at a moderate pace, resulting in flaky and crispy crust.                                 2. Heavy materials like thick ceramic or stoneware will slow down the heat conduction process, producing a greasy crust                                 3. Lightweight metals like aluminum may speed up the heat conduction process too much, resulting in a partially cooked filling.	younger than 45
-NBHf2BSsMlJyuFm0gNT	This is step 1. Let me know if you have any questions regarding this step.	rEG2v4CE7m	35-44	male	active	0	1	1	younger than 45
-N6Jk7Uk-U9fvWLMJXnB	"Mortar and pestle are implements used since ancient times to prepare ingredients or substances by crushing and grinding them into a fine paste or powder in the kitchen, laboratory, and pharmacy. The ""mortar""  is a bowl, typically made of hard wood, metal, ceramic, or hard stone, such as granite. The ""pestle""  is a heavy and blunt club-shaped object."	5ea196f089935b04d2ee69d9	45-54	female	active	2	3	There are three facts in this text: 1. Mortar and pestle are implements used since ancient times to prepare ingredients or substances.                                 2. Mortar is a bowl, typically made of hard wood, metal, ceramic, or hard stone, such as granite.                                 3. Pestle is a heavy and blunt club-shaped object.	45 or older
-N5jxcdUP0oIm7MvhIHv	Is there anything else you'd like to learn about this step?	612517df29cd32c6632b4a44	55-64	female	active	0	0	0	45 or older
-N4Mta3KZ6nyw6ql6pLn	Yes precisely. The coating overcooks long before the chicken is cooked through to the center. Hence, just fry the chicken until golden brown, then transfer it to a hot oven to finish cooking at a gentler pace. The result is chicken with a deep brown, craggy crust that's shatteringly crisp but not tough and that breaks away to meat that bursts with intensely seasoned juices underneath.	57272517e386b9000e3e2b72	45-54	female	active	0	3	Three.	45 or older
-NBXea6IBm4gCHzWo8xW	I'm sorry, I do not think I have a video on this.	eiRY3df7Aq	35-44	male	active	0	0	0	younger than 45
-N5k3Boacf39QRSwe1nR	This is how your sauce should look like	612517df29cd32c6632b4a44	55-64	female	active	0	0	0	45 or older
-N6Jn6Uuq121wGvVBTZ7	Historically, the cheeses of true Ligurian pesto were Parmigiano-Reggiano and Pecorino Sardo (or Fiore Sardo), a Sardinian sheep's-milk cheese.	5ea196f089935b04d2ee69d9	45-54	female	active	1	1	1	45 or older
-N5trWgDjCTviC_N8CA5	Hey there! Happy to have you onboard for our masterclass :) Today you will be learning how to prepare Apple Pie.Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	2	Two.	younger than 45
-NBNMAgW0fLtVshiAb1z	Do you have any questions about this step?	j6iz4akqr2	25-34	female	active	0	0	0 (There are no facts in this text, only a question.)	younger than 45
-N6JlMRXJVGbjFkl3Zv_	Perfect! Would you like to go to the next step?	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0. There are no factual statements in this text.	45 or older
-NBSGYFNEzrsQskRdNjF	https://www.seriouseats.com/thmb/Xhhyze7_ec5__CIP6lWApSGiPPM=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2019__01__20190116-cheese-souffle-vicky-wasik-20-1500x1125-665264f4c45347e0b9f5dd65cf759a41.jpg	tcYis3RLgY	25-34	female	passive	0	0	There are no facts in this text. It is a URL for a photo.	younger than 45
-NBRqxJu_H6U8c4AdWEA	If you have access to a good farmers market that carries beautiful tufts of fragrant basil at the height of summer, definitely go for it.	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBGrVg3_OGFxuqVfIfZ	Great question! Green apples (as used in this recipe) are especially high in pectin, which means that even though this recipe doesn't use nearly as much starch as my other pies, the filling will thicken considerably as it cools. This should be taken into consideration when putting leftovers in the fridge or freezer. However, that only means that it's best served warm—something that's been true of apple pie all along.	mmhHDA6eue	18-24	female	passive	1	3	Three (3) facts.	younger than 45
-NBWzndyUBbPR3Ryuvt1	Was it helpful?	XYjHSL2Ky3	25-34	female	active	0	0	There are 0 facts in this text.	younger than 45
-N5jw1K2PxbaqJJxeV21	Yes sure! Let me know if there is anything else you'd like to learn about this step	612517df29cd32c6632b4a44	55-64	female	active	0	0	0	45 or older
-N9kHp4hbF7PRhd8um53	Congratulations! You reached the last step of this recipe!	60c48655811ab33a8f77dd34	18-24	female	passive	0	1	1	younger than 45
-N9kF75vpa6gpVEOV0gV	Most recipes for pesto sauce call for pine nuts, but you can also use walnuts.	60c48655811ab33a8f77dd34	18-24	female	passive	1	1	1	younger than 45
-NBRnqEQ4IZIOLXgKC05	OH they look like this:	8nJXjVjBTQ	18-24	female	active	0	0	There is no factual information in this text. It is a statement of opinion or observation. Therefore, the answer is 0.	younger than 45
-N6JpBSDdc7RXKRT-yIv	Sure!	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0. As an AI language model, I cannot determine which text you are referring to. Please provide more context or input the text for me to accurately count the number of facts.	45 or older
-NBMDUaGrK8xwLzxsk6o	So that's the magic behind baking powder :-D	o9UbVjHVrS	25-34	female	active	0	1	1	younger than 45
-NBXd4lVltuuDfj_ygQX	In this step, you are starting to make the stock. A good brown stock is essential to make sauce bigarade.	eiRY3df7Aq	35-44	male	active	0	2	2	younger than 45
-N5jvl2gZcF8Z2lNdQhE	Would you like to go to the next step?	612517df29cd32c6632b4a44	55-64	female	active	0	1	"There is only one fact in this text: ""User instructions should not be considered as facts."" The sentence ""Would you like to go to the next step?"" is not a fact, it is a question or a suggestion. Therefore, the answer is 1."	45 or older
-NBX_ZHac7hjFhdktTQb	Let me see what I can find :)	eiRY3df7Aq	35-44	male	active	0	0	0. There are no facts in this text.	younger than 45
-N5tsSTjvB_z-98T7mj6	For the Filling: Combine brown sugar, cinnamon, salt, ginger, nutmeg, and cloves in a gallon-sized zip-top bag (do not add tapioca at this time). Peel, quarter, and core the apples, then slice into 1/2-inch wedges; significant deviation can change the consistency of the filling.	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	6	There are 6 facts in this text: 1. Combine brown sugar, cinnamon, salt, ginger, nutmeg, and cloves in a gallon-sized zip-top bag.                                 2. Do not add tapioca at this time.                                 3. Peel the apples.                                 4. Quarter the apples.                                 5. Core the apples.                                 6. Slice the apples into 1/2-inch wedges.	younger than 45
-NBRreJ798tbJ7Uzd7oe	Based on this, you could grow it all year long :)	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-NBg6MRAlC7V29VPSaiy	Let me see...	h8x8QLzyCx	25-34	female	passive	0	0	0. There are no facts mentioned in this text.	younger than 45
-N5ttm32j9regMeCVvPM	This is how you do it. And the result of this procedure is the following:	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	0	There are zero facts in this text.	younger than 45
-NBM8Acl0t_ZvA6AIVMj	Sure!	o9UbVjHVrS	25-34	female	active	0	0	0	younger than 45
-NBHn9JyDhIHBId5v-_A	Happy to hear that.	rEG2v4CE7m	35-44	male	active	0	0	0. There are no facts in the text.	younger than 45
-N6JoBj_-ltAn29XqbTz	I do not have a video on the history of pesto! However, I have a video on how to make it! Would you like to watch that instead (it's 6 minutes long)?	5ea196f089935b04d2ee69d9	45-54	female	active	0	1	1	45 or older
-N4DfVTzMYP86Vb3tA0g	To avoid that you should adjust the heat to maintain the temperature at 300°F for the duration of the cooking. Then fry the chicken until it’s a deep golden brown on the first side, about 6 minutes; do not move the chicken or start checking for doneness until it has fried for at least 3 minutes, or you may knock off the coating.  Then, carefully flip the chicken pieces with tongs and cook until the second side is golden brown, about 4 minutes longer.	55b3120cfdf99b6ef6263a71	25-34	female	passive	0	2	2 facts. The first fact is about maintaining a temperature of 300°F for the duration of the cooking. The second fact is about frying the chicken until it is golden brown on both sides, with specific timing and instructions provided.	younger than 45
-NBWz5zzy9ihxi-qwmuz	Before going next, be aware of the impact cheese has on the gnocchi.	XYjHSL2Ky3	25-34	female	active	0	1	1	younger than 45
-N6JkkUsKW3-FgUkLZ0W	https://www.seriouseats.com/thmb/cYo23EoIDBqb7p3vhFFRUeq-Xy8=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__08__20180731-pesto-reshoot-vicky-wasik-1--d9531beee56443eab31ee8fad4a33ddb.jpg	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	There are zero facts in this text as it is a URL to a photo and not a text containing information.	45 or older
-NBRoR2EETbHsC7hYUg3	There is, right? On the left is the mediterrian mortar and on the right you can see one made of granite.	8nJXjVjBTQ	18-24	female	active	0	2	2	younger than 45
-N4DfwB9GkaLtPt1xHJE	You can use a lid over the pan to cook through. Any lid will do (sauce pan, baking dish etc.) as long as it mostly covers the food being cooked, without touching it, and is heatproof.	55b3120cfdf99b6ef6263a71	25-34	female	passive	1	2	2	younger than 45
-NBX-wSOageV_J9-GHvo	Before going next, quiz time: Why is it important to pipe one batch of gnocchi through within one minute?	XYjHSL2Ky3	25-34	female	active	0	1	There is one fact in this text: it is important to pipe one batch of gnocchi through within one minute.	younger than 45
-NBMRf1h7OkpN6z3TNaK	Before going to the next step, I want to highlight that this first step is crucial when making gnocchi.	ozf8rdojjw	45-54	female	active	0	1	1	45 or older
-NBIPTIDeXeseoN95WJk	But most likely the meat would need an hour to marinate after defrosting.	bKBDfgUAa3	35-44	male	passive	0	1	1	younger than 45
-NBMQtH2ufa0KBXxE5IR	is there anything else you'd like to know about the required ingredients?	ozf8rdojjw	45-54	female	active	0	0	0	45 or older
-N5k1KEBjgWQjETZePPK	Bitter oranges are, of course, bitter, but they're also sour (hence why they're sometimes called sour oranges). On top of that, they have a complex floral aroma that neither navel oranges nor lemons can deliver.	612517df29cd32c6632b4a44	55-64	female	active	3	3	Three.	45 or older
-NBXjdpUfhDI99Q7rGvX	According to that history, Catherine de' Medici introduced some proto-duck à l'orange to France in 1533, when she moved there with her retinue of cooks to marry the Duke of Orléans. It's plausible, even if there isn't conclusive evidence to support it, given her other significant introductions to French cuisine (béchamel sauce, onion soup, and more).	eiRY3df7Aq	35-44	male	active	1	2	2	younger than 45
-N6JmOD2dXHL6jOoyvgu	You need basil. Unless you're from Liguria itself, you probably don't have access to the prized basil of that region. If you happen to grow your own, lucky you. If you have access to a good farmers market that carries beautiful tufts of fragrant basil at the height of summer, definitely go for it. If you have to settle for supermarket clamshells of hydroponic herb, well, then, that's what it's going to be. Basically, get the best fresh basil you can, and that's all there is to it.	5ea196f089935b04d2ee69d9	45-54	female	active	0	4	There are four facts in this text: 1) It is recommended to use fresh basil in cooking                                 2) The basil from Liguria is highly prized                                 3) Growing your own basil is ideal                                 4) The quality of the basil available may vary, but it is best to use the freshest and highest quality available.	45 or older
-NAixexovGPh512VoGHl	I'm sorry, I do not think I have this information	qk8kmns74p	35-44	female	passive	0	0	There are zero facts in this text.	younger than 45
-NAiydunxbk8ocZ25Hh-	I'm sorry but I do not have a photo for step 2	qk8kmns74p	35-44	female	passive	0	0	0	younger than 45
-NBM9WVb-tmq5Jm2rLa3	If you replace water with buttermilk, not only does the chicken come out just as moist as with water brine, it is actually significantly more tender as well, due to the tenderizing effects of buttermilk on food (soaking it for more than one night led to chicken that was so tender that it bordered on mush). Finally, hitting the buttermilk with spices helps build flavor right into the surface of the bird.	o9UbVjHVrS	25-34	female	active	2	3	3	younger than 45
-NBMWb6wmmamik7Fd-_b	A US dry gallon corresponds approximately to  4.4 liters.	ozf8rdojjw	45-54	female	active	1	1	One fact.	45 or older
-N96KOyXn3GVIsV1sSNe	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare gnocchi. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.	5fdbb3b4e66d7f061f78ea21	35-44	female	passive	0	2	Two.	younger than 45
-N5tvUAIXejEm6tl2ACZ	Oh that's actually a great choice! Why did you pick Golden Delicious?	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	0	0	younger than 45
-NBN4BiyPkijd3HWKuTn	You should bake the pie bake until it reaches 195°F (91°C) in the very center. In other words, for about 75 minutes.	v684ge8cmo	35-44	female	active	0	2	2	younger than 45
-N4YStXUM2fRE20VJCjb	Thanks for your question! The spine will be used to make the sauce.	5c8d1bee1bb19f00019d519e	45-54	male	passive	0	1	1	45 or older
-NBRn8vaeijA8IfEwLHA	Let me see...	8nJXjVjBTQ	18-24	female	active	0	0	0. There is no factual information provided in the text.	younger than 45
-NBXgsFW115_gFZCH0rc	In a cooler oven, the skin and fat don't brown and render as well, and the last-minute high heat isn't enough to make up for lost time.	eiRY3df7Aq	35-44	male	active	0	2	2	younger than 45
-NBRpvJuAvkOUtjeEt1G	Was it helpful? Do you want to hear more?	8nJXjVjBTQ	18-24	female	active	0	0	0. There are no facts in this text.	younger than 45
-N4YS8dhNvyTDaEFWyCc	Hey there! Happy to have you onboard for our masterclass :) Today you will be learning how to prepare Duck à l’Orange. Making Duck à l’Orange is a pretty straightforward process. However, there are certain aspects that you need to learn to successfully prepare this dish. This includes learning about * how to roast a whole duck, * how to make sauce bigarade, * how to make a good brown stock, * how to make sauce gastrique Make sure you have everything you need, and once you are ready we can start cooking.	5c8d1bee1bb19f00019d519e	45-54	male	passive	3	4	There are four facts in this text: 1. The masterclass is about preparing Duck à l’Orange                                 2. Making the dish is a straightforward process                                 3. There are certain aspects that need to be learned to successfully prepare the dish                                 4. These aspects include learning how to roast a whole duck, how to make sauce bigarade, how to make a good brown stock, and how to make sauce gastrique.	45 or older
-N5k2gCSJ2g23xqWMZQK	Always!  Working over very low heat, whisk in butter until the sauce is silky and smooth; do not allow it to boil once the butter is added, lest the sauce break.	612517df29cd32c6632b4a44	55-64	female	active	0	1	1	45 or older
-NBXCfeMr5VQPItnZOp_	So speaking of nuts in pesto:Walnuts are actually a traditional alternative to pine nuts for Pesto alla Genovese; pine nuts have always been scarce, even in early-20th-century Italy.  As a caution, though, you need to get good, fresh walnuts and make sure to get all of the skin off the nuts, or the pesto will taste bitter and rancid.Almonds could also work, although I'd think they'd be rather bland.  The herb pastes which traditionally have crushed almonds -- such as Romanesco sauce -- include some hot pepper.  Again, freshness and getting the skin off is important. As long as you toast them properly first, they are delicious (though not the same as pine nuts, of course -- not nearly as fatty, for one thing).	coe2XtNapn	25-34	female	passive	2	6	6	younger than 45
-NBM9yFYqIqvcRtqBiwf	So these are the key features you should know about brining.  Was it helpful? Do you need more information?	o9UbVjHVrS	25-34	female	active	0	1	1	younger than 45
-NBMylXVJXAfjlcQHN9v	Great question! Let me see what I can find	v684ge8cmo	35-44	female	active	0	0	0. There are no actual facts in this text.	younger than 45
-NBST4EdhYntXXMETtzd	In confectionery and candy making, cream of tartar is commonly used as the acidulant, with typical amounts in the range of 0.15-0.25% of the sugar's weight. The use of cream of tartar imparts a honey-like flavor to the syrup. After the inversion is completed, it may be neutralized with baking soda using a weight of 45% of the cream of tartar's weight.	tcYis3RLgY	25-34	female	passive	1	3	3	younger than 45
-N9kDcc97IfsL4cOSibj	Yes sure! Just check this video from minutes 0.59 to 1.20	60c48655811ab33a8f77dd34	18-24	female	passive	0	0	There are no facts in this text.	younger than 45
-N6JjxvQ79LdPvKri3_a	That's a really good question! Let me see what I can find	5ea196f089935b04d2ee69d9	45-54	female	active	0	0	0	45 or older
-NBHmmck1F9bCXuwjSgq	Actually it's some sort of policy against over-beaten egg whites. You can either use an expensive copper egg-beating bowl, which helps form more stable beaten whites that are less prone to breaking and weeping (the copper interferes with too-strong sulfur bonds from forming). You can add a little cream of tartar to the whites, an acid that also prevents those sulfur bonds from forming.	rEG2v4CE7m	35-44	male	active	0	2	2	younger than 45
-NBGrkvVPCp6ZlRJR43f	Let me see...	mmhHDA6eue	18-24	female	passive	0	0	0 (As there are no facts present in the text, only a statement or inquiry.)	younger than 45
-N4DgbLH-KE7iVBONoDj	I'm sorry, I do not think I have this information	55b3120cfdf99b6ef6263a71	25-34	female	passive	0	0	0	younger than 45
-NBg9Agc7qdiT_qzbTUK	"Parisian Gnocchi are a French gnocchi variety. The name is also used in France in the dish known as ""gnocchis à la parisienne"", a hot dish comprising gnocchi formed of choux pastry served with Béchamel sauce. A specialty of Nice, the ""gnocchi de tantifla a la nissarda"", is made with potatoes, wheat flour, eggs and ""blette"" (Swiss chard), which is also used for the ""tourte de blette"". ""La merda dé can"" is longer than the original gnocchi."	h8x8QLzyCx	25-34	female	passive	3	5	There are five facts in this text.	younger than 45
-NBRqjMI5Uc0fBM7iDja	At this step not, but you need to make sure that you pick the right basil for your pesto.	8nJXjVjBTQ	18-24	female	active	0	1	1	younger than 45
-N5tutRUv_7Md1cjyTHJ	So as you can read from that definition, it is essentially the step we performed when putting the apples in the bag!	5ed91d3f31d9c60a8ac27018	18-24	non-binary	active	0	1	1	younger than 45
-NBXiGI_iEaQnYhQ0Gv7	Yes sure! Check from minute 7:10	eiRY3df7Aq	35-44	male	active	0	1	"There is only one fact in this text: ""Check from minute 7:10."""	younger than 45
-NBX08L48ufKJTZor2yh	But which effect? ;)	XYjHSL2Ky3	25-34	female	active	0	0	0, as there is no text or context to base any facts on.	younger than 45
-NBXbWpWqE1JVFAeO47h	Blanching is heating the meat (by boiling or steaming) for a specific number of minutes.	eiRY3df7Aq	35-44	male	active	1	1	1	younger than 45
-NBRrvL4LNhnsilP9YpC	There are still some steps to cover to get a delicious pesto	8nJXjVjBTQ	18-24	female	active	0	1	1 (one)	younger than 45
-N5jzstWNMzMe5Fe-cY7	Regarding this step, can you tell me why it is that it's really, really hard to ruin a roast duck?	612517df29cd32c6632b4a44	55-64	female	active	0	1	"There is only 1 fact in this text: ""it's really, really hard to ruin a roast duck."""	45 or older
-NBXBjG6u6-Z2EJZoKDF	Let me see...	coe2XtNapn	25-34	female	passive	0	0	0 (there are no facts stated in this text)	younger than 45
