conv_id	condition	utterance_id	participant	length_char	length_words	utterance
cegcgsG	active	-NGumtL0iMatU3MCNg_t	user	39	7	When did people start having apple pie?
cegcgsG	active	-NGumwd2Orl_zOojcikD	agent	15	4	Let me tell you
cegcgsG	active	-NGunNWcHPrvJtBWk9fa	agent	16	4	Give me a moment
cegcgsG	active	-NGunhws_d_ZfvcZGXB2	agent	492	78	So New England was the first region to experience large-scale English colonization in the early 17th century, beginning in 1620, and it was dominated by East Anglian Calvinists, better known as the Puritans. Baking was a particular favorite of the New Englanders and was the origin of dishes seen today as quintessentially "American", such as apple pie and the oven-roasted Thanksgiving turkey. "As American as apple pie" is a well-known phrase used to suggest that something is all-American.
cegcgsG	active	-NGuno2CQ2T_jexvo_FI	agent	15	3	Was it helpful?
cegcgsG	active	-NGuno6uvZzQtOCopeGQ	user	9	2	ok thanks
cegcgsG	active	-NGunp1sHUNyxNrZw6Rs	user	3	1	yes
cegcgsG	active	-NGunrmWabqQB7x-srZh	agent	28	5	Cool! Happy to hear that :-)
cegcgsG	active	-NGunyWI9Or1zVGD3LJV	user	67	13	Is Old-fashioned flaky pie dough a product or do you have a recipe?
cegcgsG	active	-NGuo5Advhn60yuQo7Am	agent	13	3	Let me see...
cegcgsG	active	-NGuoRBxCxkoVaH7bQLq	agent	170	31	When making apple pie, you can use two different pie dough recipes, whether you like it old-fashioned and flaky or foolproof and tender. So it is a recipe, not a product.
cegcgsG	active	-NGuoVUu3vlMqpuiUyzM	user	10	2	Ok thanks.
cegcgsG	active	-NGuofQRSwijSVgHsbe8	user	4	1	next
cegcgsG	active	-NGuogLMBPi91EndkKjM	agent	138	12	If you want you can save the dough recipe for later: https://www.seriouseats.com/recipes/2016/06/old-fashioned-flaky-pie-dough-recipe.html
cegcgsG	active	-NGuomsMvvPioNb6FviZ	user	10	2	Thank you.
cegcgsG	active	-NGuou7BKrk3mOdi0N6k	user	83	16	I don't like cloves.  Can I leave them out without it affecting the taste too much?
cegcgsG	active	-NGuovmidaFlHXSPmoLa	agent	13	3	Let me see...
cegcgsG	active	-NGupNXawj8WXH5dvgGG	agent	49	10	I'm sorry, I do not think I have this information
cegcgsG	active	-NGupPGd1SpH3GqhsZEF	user	2	1	ok
cegcgsG	active	-NGupQ-MumzJaupWkAdG	user	4	1	next
cegcgsG	active	-NGupXNQzEYAcp8CMHmV	agent	103	19	Before going next, make sure to use the zip-top bag here. It is very important for the maceration step.
cegcgsG	active	-NGup_JWpslR7LFq9DC0	user	11	3	yes I know.
cegcgsG	active	-NGupe2RXHYG1uKx2WBy	agent	33	7	Why do you think it is important?
cegcgsG	active	-NGupho_B-tYGrW1Xexb	user	40	7	because otherwise it would be very messy
cegcgsG	active	-NGuppBqp5l1Pv56xwHE	agent	186	31	Exactly! Not only does this minimize cleanup down the road, it limits the fruit's exposure to air, meaning less oxidation, and it lets you toss everything together without making a mess.
cegcgsG	active	-NGupqU2L52PfYZsz7kH	agent	107	18	A five-quart-capacity bowl will do the same thing, but that will also increase the fruit's exposure to air.
cegcgsG	active	-NGuptZ5_iZYxDU50fdU	agent	32	8	But let's go on to the next step
cegcgsG	active	-NGuq25-MAVilP69spJK	user	32	5	what exactly does macerate mean?
cegcgsG	active	-NGuq61ldA1Hc_ZjsyfG	agent	43	7	Very interesting question!  Let me tell you
cegcgsG	active	-NGuqNBvM_3Hd8_bfNVB	agent	553	90	Macerating helps break down the fruit's structure, leading to a massive reduction in volume without any cooking. Maceration is the "magic" (really science) of applied osmotic pressure. The sugar mixture will draw fluid out of the fruit (indeed, many maceration steps are done by mixing the dry sugar with the fruit, rather than by placing the fruit in sugar-water - there is soon fluid, and the osmotic pressure is considerably higher since the concentration of sugar is higher. If water is needed, it would be added after maceration, in those recipes.)
cegcgsG	active	-NGuqTFHr0EOYWUI7pJ-	agent	36	8	It should look like this in the end:
cegcgsG	active	-NGuqWbQ3kTInLuInrKU	user	51	9	ok thanks.  I've done similar with salt and lemons.
cegcgsG	active	-NGuqYO8n82_MKA21ntT	agent	214	38	The liquid you see after macerating the apples is a syrup composed primarily of brown sugar dissolved by a small amount of tart apple juice. ( The mixture weighs little more than the brown sugar added in step one.)
cegcgsG	active	-NGuq_qaozkjmakDFMnJ	agent	208	41	yeah right! This is more or less the same thing that happens with my fresh lemon syrup, in which dry lemon rinds are tossed with seven ounces of sugar to yield a scant eight ounces of syrup after a few hours.
cegcgsG	active	-NGuq_wGMyoOrPvPjOjH	user	4	1	next
cegcgsG	active	-NGuqdsnbwhmL_vNhmwO	agent	23	5	Alright, this is Step 3
cegcgsG	active	-NGuqlzo5drWDSzx7Bwh	user	35	7	Does the starch act as a thickener?
cegcgsG	active	-NGuqrGXQ_ucFRM7aXw6	agent	51	10	Thank you for the question. I'll explain it to you.
cegcgsG	active	-NGur5CMcRyJyxkTo4WY	agent	426	73	Further cooking will only candy the syrup and bring out the funky flavors of caramelized fructose, while the overall water content of the fruit is easily managed through a touch of tapioca starch. Once the apples have collapsed by a third, you can add the tapioca starch, then seal the whole thing back up to toss around until it's well combined. Waiting to add the tapioca starch prevents it from interfering with maceration.
cegcgsG	active	-NGur6Y4cGTvJcgeiCX7	agent	20	4	Will look like this:
cegcgsG	active	-NGurG5MyczEIlmt2e9R	user	50	8	So the starch stops it from deteriorating further?
cegcgsG	active	-NGurUnrw2WNKQYS8uP5	agent	13	3	Let me see...
cegcgsG	active	-NGurxTmtk9Ia78KtT2m	agent	319	55	Adding the starch pulls the liquid out of the apples, concentrates the flavor in extracted juice, and then preserves the shape of the fruit during baking. It also reduces the chance of your pie boiling over during baking, and prevents empty space inside the pie under the crust. So yes, it prevents deteriorating a bit.
cegcgsG	active	-NGus06UQI0QbBwksJij	user	5	2	ok tx
cegcgsG	active	-NGus0oeKiUsdNyidjkD	user	4	1	next
cegcgsG	active	-NGus5_6-ZiVoba-pegH	agent	59	12	Oh before we proceed: Which kind of pie shell will you use?
cegcgsG	active	-NGusDOFHLq5BVMYz-e6	user	30	4	Ready rolled shortcrust pastry
cegcgsG	active	-NGusLSYIOjoY9PUf5XU	agent	52	12	but will you put it in a glass or ceramic pie shell?
cegcgsG	active	-NGusNf8TCpR4RayaaWw	user	5	1	glass
cegcgsG	active	-NGusS_ZcmdFgNnFeejH	user	29	7	why couldn't I use a pie tin?
cegcgsG	active	-NGusXPorNbKoO2IAC6F	agent	532	94	Glass is important because it determines the rate at which heat is conducted to the pie.  Heavy materials, like thick ceramic or stoneware, will slow that process down, which can produce a dense and greasy crust. Meanwhile, lightweight metal, like aluminum, may speed things up so much that by the time the crust is golden brown, the apples may still be a little crunchy. Glass lands right in the middle, conducting heat at a brisk but not breakneck pace, so that the crust turns out flaky and crisp just as the apples cook through.
cegcgsG	active	-NGusbp4L_edlloi3agg	user	9	2	ok thanks
cegcgsG	active	-NGuscad2ugu6g-A5adW	user	4	1	next
cegcgsG	active	-NGusm4zED3i9Pxa-ymg	agent	79	14	Also: Make sure to tuck in the dough correctly.This is important for the crust.
cegcgsG	active	-NGuso0XybrZPxWPGuIe	user	2	1	ok
cegcgsG	active	-NGusojBqrbST_WOF-rb	user	4	1	next
cegcgsG	active	-NGusrW9yg37mg1bueBX	agent	112	22	Just keep those waves relaxed and loose, as a tighter crimp won't hold its shape as well with this style of pie.
cegcgsG	active	-NGuswmkh7GvgFveyVyu	agent	86	17	One last thing for this step: Why would you need to refrigerate the pie at this point?
cegcgsG	active	-NGuswnCceO1v_ZJHbko	user	10	2	ok thanks.
cegcgsG	active	-NGut3Sv1D33cMBtPVfQ	user	47	8	Because the pastry could melt into the mixture?
cegcgsG	active	-NGutBnmo4nftNNNWw3n	agent	91	16	Almost. Chilling ensures the dough is cold to start, which keeps the crust flaky and light.
cegcgsG	active	-NGutDU4X9fZs6Yx91m9	user	10	2	ok thanks.
cegcgsG	active	-NGutEJuWLok3flcFgkA	user	4	1	next
cegcgsG	active	-NGutIGF1svwDhJkYUtr	agent	28	7	Sure, let's go on to step 4.
cegcgsG	active	-NGutNLlEQh1FsmQBMRg	user	39	8	I suppose the vents let the air escape?
cegcgsG	active	-NGutYn8G_g-WhV3d_-s	agent	198	38	Exactly. You should cut five or six large vents with a sharp knife, using the blade to open each one a little wider—when vents are cut too narrow, entrapped steam can make the top crust a bit mushy.
cegcgsG	active	-NGutajR5TwrprK4UANL	user	9	2	ok thanks
cegcgsG	active	-NGutcSPdvvRNh1dvpMv	user	4	1	next
cegcgsG	active	-NGutdKgP53xYMsdIiSd	agent	18	2	You're welcome :-)
cegcgsG	active	-NGutnbRG3A4PTvBSQOB	user	44	8	is parchment paper the same as baking paper?
cegcgsG	active	-NGutpZck0XIpcVsULa0	agent	13	3	Let me see...
cegcgsG	active	-NGuuFktpY_DnpK-15Ck	agent	305	54	Yes it is almost the same. Parchment paper and baking paper are cellulose-based papers that have been treated or coated to make them non-stick. They are used in baking as a disposable non-stick surface. They should not be confused with wax paper or waxed paper, which is paper that has been coated in wax.
cegcgsG	active	-NGuuJZOWBZwHRRHVRTf	user	9	2	ok thanks
cegcgsG	active	-NGuuKXfuo8_XBqUqyFp	user	4	1	next
cegcgsG	active	-NGuuTDc75wPtAEQtB4I	agent	95	14	Please note, that baking temperature here is significantly cooler compared to other fruit pies.
cegcgsG	active	-NGuuVLptX13SJZ516-Z	user	2	1	ok
cegcgsG	active	-NGuuY9qvXU4YkvqWtZU	agent	20	4	Can you imagine why?
cegcgsG	active	-NGuubvI14x_nK6ddjv0	user	38	5	Because it would caremalise otherwise?
cegcgsG	active	-NGuumG4emcQpsiiwwlg	agent	382	62	Not really.  But it keeps the apples tender rather than mushy and avoids the problem of a watery pie.  When brought to a boil, apples break down and release their juices completely, flooding the pie.  A slightly-cooler-than-standard target temperature keeps the apples plump and juicy, with enough structure to retain their own water content, so there isn't as much need for starch.
cegcgsG	active	-NGuupjQ8cN8S4i4Ls8R	user	9	2	ok thanks
cegcgsG	active	-NGuuqubdr1S3gqn70_Q	agent	18	3	But let's proceed.
cegcgsG	active	-NGuv26TkbauGwUinDqW	user	88	20	I suppose you let it cool as it would be too hot to eat and it lets the contents settle?
cegcgsG	active	-NGuv6pZ3xSAOD8THjCD	agent	13	3	Let me see...
cegcgsG	active	-NGuvblPA35ZsLubYSEa	agent	220	43	So you need to wait for it to cool substantially before cutting or a pile of warm juicy fruit will spill out instead of coming out in a perfect slice. Apple pie is best at room temperature or chilled down to cold anyway.
cegcgsG	active	-NGuveb2Y4r-K6hXQbAR	agent	308	51	Another interesting fact:  Green apples are especially high in pectin, which means that even though this recipe doesn't use nearly as much starch as my other pies, the filling will thicken considerably as it cools. That only means that it's best served warm—something that's been true of apple pie all along.
cegcgsG	active	-NGuvnVVGUIJJPy2vQE8	user	29	6	I know, I've made jam before.
cegcgsG	active	-NGuvwebJaWTqNi6PxH_	agent	15	2	Oh interesting.
cegcgsG	active	-NGuvxABuqDkfi7JInvX	user	4	1	next
cegcgsG	active	-NGuw0Ub4JIxK_qajJbw	agent	47	9	Thank you very much. We reached the final step.
cegcgsG	active	-NGuwBrtUT6ekFHKsVLe	user	20	3	Thank you.  Goodbye.
tLrorpH	active	-NGv_NpD1B7OdQ0TWywt	agent	258	47	Hey there! Happy to have you on board for our masterclass :-) Today you will be learning how to prepare Savory Cheese Soufflé. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
tLrorpH	active	-NGv__-TiqOGaxSAzX2w	user	4	1	next
tLrorpH	active	-NGv_bJx2oOQREfTFkp9	agent	24	6	Hi.  How can I help you?
tLrorpH	active	-NGv_r3rVYTvjNr9-DMn	user	50	9	what is the secret of making a successful soufflé?
tLrorpH	active	-NGv_u2keZwqDgtTYA_n	agent	15	4	Let me tell you
tLrorpH	active	-NGvaGuQ_xGu5Bn9gKm0	agent	408	67	Making a soufflé consists of multiple steps you need to follow. You will learn the trips and tricks in our masterclass.  Soufflé anxiety, or "soufflanxiety," as it's clinically known, is very much a real thing, suffered by millions of cooks all over the world. Anyone worried about a catastrophic soufflé collapse needs to find something else to fret about, because there's nothing hard about soufflé at all.
tLrorpH	active	-NGvaGvmnjfOvcDnfijI	user	23	5	what is the first step?
tLrorpH	active	-NGvaKFxbr6kQLPL_atG	agent	139	24	But the key are surely the eggs.  A soufflé is a fundamentally simple thing that leverages the power of eggs to achieve impressive results.
tLrorpH	active	-NGvaM3IlbIrhHPFfY9Z	agent	34	8	So let me show you the first step.
tLrorpH	active	-NGvag24SDQYop7cOCxn	user	53	13	why do I have to wipe the rim of of the soufflé dish?
tLrorpH	active	-NGvaiDWT4yp9RrWivmZ	agent	13	3	Let me see...
tLrorpH	active	-NGvbKgJuUqwPhaxec3R	agent	93	18	You need to wipe the rim to spread the parmesan cheese. This affects the crust of the soufflé
tLrorpH	active	-NGvbPBAAB0zw32nMFn1	user	33	7	thank you. what is the next step?
tLrorpH	active	-NGvbUpauW6Skj7-r8K9	agent	64	12	Before going next, what do you think. How is the crust affected?
tLrorpH	active	-NGvb_anlfQ6UPZYESfF	user	30	7	I don't know. Can you tell me?
tLrorpH	active	-NGvbio4JVv5giH_JJiu	agent	139	23	Sure! When you grate some Parmigiano-Reggiano to dust the interior of the buttered soufflé dish, it helps to form a delicious crispy crust.
tLrorpH	active	-NGvbkTml8NbNysCDHd3	agent	16	3	Looks like this:
tLrorpH	active	-NGvboiPcj_i-lA0huyU	agent	45	7	Any more questions regarding this first step?
tLrorpH	active	-NGvbzPaFifOQuMufROh	user	91	19	What is the top of the souffle supposed to look like once baked? Can you show me a picture?
tLrorpH	active	-NGvc5xMazWAV1mEIyd8	agent	30	6	Yes, it should look like this:
tLrorpH	active	-NGvcC1Mlax5nJr08jhM	user	32	5	That's really useful, thank you.
tLrorpH	active	-NGvcELPgqcQH_nhSpxJ	agent	15	2	You're welcome!
tLrorpH	active	-NGvcHbx-7pXAz-y2xiz	user	22	5	What is the next step?
tLrorpH	active	-NGvcJeRKr-M5PIgTyVl	agent	16	4	Let me show you.
tLrorpH	active	-NGvcSyO4voKYqYt19Ea	user	45	10	How long will it take for the butter to melt?
tLrorpH	active	-NGvd8ZKH9ZuNcrqgBuX	agent	153	27	I cannot tell you an exact temperature, but high quality butter only needs to be lightly warmed to melt. Also your butter can melt through friction heat.
tLrorpH	active	-NGvdLaqC8mrd8fvN6YT	user	22	4	What is friction heat?
tLrorpH	active	-NGvdXKrGxXvTXspXfkN	agent	15	4	Let me tell you
tLrorpH	active	-NGvdjtKufR6C-l7pHUK	agent	74	13	Friction causes heat, which can speed up the melting process of the butter
tLrorpH	active	-NGvduaFS1oKX78WQBoO	user	60	13	why do I need to add milk bit by bit rather than altogether?
tLrorpH	active	-NGve8wwI5JHUbXmPMpJ	agent	36	5	Interesting question!  Let me see...
tLrorpH	active	-NGveb29BegV786dfHat	agent	152	26	In savory soufflés, like the cheese soufflé here, the base is a thick béchamel sauce, usually calling for about three tablespoons flour per cup of milk.
tLrorpH	active	-NGvei1088XgZNG66u98	agent	56	13	Let me also tell you the reason why adding it bit by bit
tLrorpH	active	-NGvfEUQRLPTeKmT6YbN	agent	119	21	So béchamel is a flour-thickened milk-based sauce. You need to add it bit by bit to loosen up the butter-flour mixture.
tLrorpH	active	-NGvfQ0TQAB_oPPpxW4l	user	33	7	Ok. What is the next step please?
tLrorpH	active	-NGvfYIVYBQLMGR6atYx	agent	118	20	Just one thing to notice here. It's important to correctly balance out the amount of flour for soufflé béchamel sauces
tLrorpH	active	-NGvfci_8CewfcopdHJy	user	17	5	How do I do that?
tLrorpH	active	-NGvfjpbHZZA352FLB02	agent	610	113	You have some room to play with a soufflé, a little more or less flour in your béchamel, maybe, or slightly different oven settings, but stray too far and you've left camp soufflé and veered into other territory. Add too much more flour, for example, and your soufflé is going to start to resemble a cake; too little and it'll be too thin to hold its shape, spilling up and over the sides of its container. In this recipe the amount of flour in the béchamel is leaning toward the high end of what's generally called for. It makes a soufflé that rises just a little less dramatically, but it still rises plenty.
tLrorpH	active	-NGvfogFje072YIsQ7zh	agent	33	7	Do you want to hear more details?
tLrorpH	active	-NGvfrbydgagempXNPsu	user	10	2	Yes please
tLrorpH	active	-NGvg-qSQgAf4DZdkpOA	agent	297	59	As I said, it makes a soufflé that rises just a little less dramatically. In exchange, it has a bit more substance, which is what I like about it; a savory soufflé should feel like a meal, not a magic trick that puffs itself up before your eyes only to fade away and never make it to your stomach.
tLrorpH	active	-NGvg9bPqnv2qMEh3jzK	agent	15	3	Was it helpful?
tLrorpH	active	-NGvgZks3fcoV4_6i-d6	user	15	3	Very, thank you
tLrorpH	active	-NGvgfHhLvQg_7dTOUc1	agent	36	7	OK, let's proceed to step 3 then :-)
tLrorpH	active	-NGvh8yr5Dbo0CphsW_z	user	36	6	what happens when the sauce simmers?
tLrorpH	active	-NGvhDncouTBwCH1Jj4-	agent	13	3	Let me see...
tLrorpH	active	-NGvhvNETKqnphkjItVI	agent	57	8	Simmering causes evaporation which thickens the sauce up.
tLrorpH	active	-NGvi54gtycDFQywpAUt	user	49	11	I see. Thank you. Shall we move to the next step?
tLrorpH	active	-NGvi7CZ-zu46Dm02jtw	agent	18	4	Sure let's move on
tLrorpH	active	-NGviVQDQLE_6-UtSG7C	user	34	6	What does the whisking process do?
tLrorpH	active	-NGvidiUoweoBPn1lg3G	agent	256	46	Great question! The egg yolks get whisked in for even more richness, and, when in the oven, coagulation—as the eggs cook, they set, just like when you fry or scramble them, allowing the soufflé to hold onto its loft for at least some time before deflating.
tLrorpH	active	-NGvio4gft9sz46Ketew	user	48	10	Great to know, thank you. What is the next step?
tLrorpH	active	-NGvirohCa4Z3bFcmUvg	agent	14	4	This is step 5
tLrorpH	active	-NGviyrNv1uv1b-opuI-	user	64	12	What happens to the egg whites that turns them into stiff peaks?
tLrorpH	active	-NGvjC9xmgEF300AuyNg	agent	37	6	Interesting question! Let me tell you
tLrorpH	active	-NGvjl16iypLLpgu8HfE	agent	348	63	When beating egg whites, they are classified in three stages according to the peaks they form when the beater is lifted: soft, firm, and stiff peaks. Overbeaten eggs take on a dry appearance, and eventually collapse. Egg whites do not beat up correctly if they are exposed to any form of fat, such as cooking oils or the fats contained in egg yolk.
tLrorpH	active	-NGvjtAO38kKd0dgsfGW	agent	169	29	At this stage, egg whites stirred in more aggressively to loosen the base enough to accept the second addition, which should be gently folded in without too much effort.
tLrorpH	active	-NGvk-ZPZtWlyb2nlBdR	user	28	5	what is the second addition?
tLrorpH	active	-NGvkDqydiPas4r4debA	agent	539	100	In the second addition gentle folding is key, since you want to keep as many of the tiny air bubbles trapped in the beaten whites as you can. The more you mix, and the more vigorously you do it, the more air bubbles you'll lose. Once in the oven, those air bubbles will expand as gases and steam inflate them. That's what causes a soufflé to rise, and really, there's no stopping it—your beaten whites will contain air bubbles and those air bubbles will expand, and when they do your soufflé will push higher and higher in its baking dish.
tLrorpH	active	-NGvkLJX8F52qaEjbXh5	user	29	5	This really helps, thank you.
tLrorpH	active	-NGvkOLA_8fFuUYMSGdZ	agent	376	65	A whisking method by a famous French chef is the following: first beating quickly to loosen the whites before slowing down to aerate them, lifting the whites with the whisk and letting them splash back down on themselves without tapping the bowl too much with the tines, a whisking movement that's different (and easier) than the figure eight often used to beat cream by hand.
tLrorpH	active	-NGvkiQN-mi9fY67auxz	user	33	7	great tip! what is the next step?
tLrorpH	active	-NGvkqeetHtQzyK349oP	user	34	7	why should I use a silicon spatula
tLrorpH	active	-NGvkua3aReFb1fRmuny	agent	13	3	Let me see...
tLrorpH	active	-NGvlJVJ7qFYEHDJOgRU	agent	415	65	Silicone spatulas have become increasingly common in recent years. Silicone is heat-resistant at much higher temperatures—around 600°F (315°C), depending on whom you ask, as opposed to a ceiling under 400°F (200°C) for most nylon spatulas—flexible, and as nonstick as Teflon itself.  Also some people find that a silicone spatula is frequently better at getting the pan clean than a stiff spatula like a wooden one.
tLrorpH	active	-NGvlg30E-oeKURLm7MF	user	29	6	Great. What is the next step?
tLrorpH	active	-NGvlpeiN_-8egcYhDMT	agent	77	14	Will show you in a second. Notice that mixing in Gruyère is important here...
tLrorpH	active	-NGvm1Sov7QQRA1FVJ_Q	user	20	4	Why is it important?
tLrorpH	active	-NGvm87AvjuJdhR1646R	agent	248	45	So basically you can use various types of cheese, but a flavorful, good melter like Gruyère or cheddar is ideal.  You want a good melter with a low water content. That means a semifirm cheese that can be grated into shreds, like Gruyère or cheddar.
tLrorpH	active	-NGvmHCIeDZY5mUn-Naj	agent	47	10	Keep that in mind :-) Now let's move to step 7.
tLrorpH	active	-NGvmhMicM3sm2RXzU73	user	49	10	how much is the souffle mixture going to rise by?
tLrorpH	active	-NGvn-XvvM8VuGyQcMwB	agent	94	16	That depends on multiple factors like the oven temperature and how the egg whites were beaten.
tLrorpH	active	-NGvnXrs_iylN-3KwtdF	user	91	20	So I should leave about 1 cm from the top of the ramekin free so that the souffle can rise?
tLrorpH	active	-NGvnrP0bvhA3MYlUJYe	agent	48	10	I'm sorry I do not have answer for this question
tLrorpH	active	-NGvnyVkU3Ba2A0lX084	user	14	3	Ok. Next step?
tLrorpH	active	-NGvo-iYywqLj5qNDB-0	agent	5	1	Sure!
tLrorpH	active	-NGvoWb5nfaOFB7_1Lv5	user	60	10	Can you give me the oven temperatures in centigrades please?
tLrorpH	active	-NGvohemEX2Ed6s-dadI	agent	54	10	So 350°F are roughly 176°C and 400°F are roughly 204°C
tLrorpH	active	-NGvopzXeyr32galHWPC	agent	98	18	This is one of the most important steps. The temperature affects the success of the soufflé a lot.
tLrorpH	active	-NGvp-pW3_PoVqHwYwXe	user	68	12	In which way does the temperature affect the success of the soufflé?
tLrorpH	active	-NGvpAYacZ7dKMHLYiBS	agent	823	146	First, the heat of the oven is a critical "ingredient" for getting a soufflé to rise; it's what causes gases to expand inside all those trapped air bubbles and what converts moisture in the soufflé batter to steam. Together, those forces expand the air bubbles and cause the soufflé to swell. The hotter the oven, the more quickly and fully the soufflé will rise, and the faster it will brown and set on the outside. The heat also sets the proteins in the egg yolks and whites, allowing the soufflé to keep some of its height even after cooling. Without the eggs setting, the soufflé batter would remain liquid and would immediately collapse back down to its original state as soon as it cooled. Lastly, the heat browns the surface of the soufflé, giving it a deeper flavor, thanks to our good friend the Maillard reaction.
tLrorpH	active	-NGvpREz8-UHBL9ooiTk	agent	98	16	For example, an oven temperature of 350°F or 400°F influences the soufflé in two different ways...
tLrorpH	active	-NGvq0v2i-zpY5uk7gMr	user	30	5	What is the Maillard reaction?
tLrorpH	active	-NGvqAuj9wqfLszPM0hu	user	89	16	What are the two different ways an oven temperature of 350 or 400F influence the souffle?
tLrorpH	active	-NGvqCQiDTwvj86Od2-5	agent	15	4	Let me tell you
tLrorpH	active	-NGvqY1rho1N0jEtgHLG	agent	658	106	The Maillard reaction is a non-enzymatic reaction. This reaction is responsible for the production of the flavor when foods are cooked. Examples of foods that undergo Maillard reaction include breads, steaks, and potatoes. It is a chemical reaction that takes place between the amine group of a free amino acid and the carbonyl group of a reducing sugar, usually with the addition of heat. The sugar interacts with the amino acid, producing a variety of odors and flavors. The Maillard reaction is the basis for producing artificial flavors for processed foods in the flavoring industry, since the type of amino acid involved determines the resulting flavor.
tLrorpH	active	-NGvq_yfdK_J_LqDjrIi	agent	26	3	Regarding the temperature:
tLrorpH	active	-NGvqj5vgV_lEW90GPbh	agent	572	108	A 400°F oven produced a marginally taller soufflé than a 375°F oven did.  But the soufflé is also more likely to remain runny in the center, since it'd come close to burning on the outside if you were to leave it long enough to cook through to the center.  If you use a lower oven temperature, like 350°F or 375°F, you'll get slightly less of a rise, and the soufflé will brown on the outside more slowly.  That buys you time to leave the soufflé in the oven longer, letting it cook through more fully to the center with less risk that the surface blackens in the process.
tLrorpH	active	-NGvr-EeTUxA3Fq3aRt0	user	36	7	This is all very helpful, thank you.
tLrorpH	active	-NGvr0TIP1ci3VX-zezJ	user	4	1	next
tLrorpH	active	-NGvr5aT0vSTTxwWKkXm	agent	17	3	Happy to help :-)
tLrorpH	active	-NGvrEX4HMcXrzID6GQt	user	49	10	how long does it take for the souffle to deflate?
tLrorpH	active	-NGvrVNzFY2VEzOyezHK	agent	423	80	Good quesiton. As a general rule, the faster and more dramatic the rise of the soufflé, the more catastrophic the fall. A lower oven temperature and stiffer mix will give a slower rise and a slower fall. You can also use a water bath to control the temperature of the soufflé as it cooks.You can always re-puff a soufflé by re-heating it, but it will just fall again, and it will not rise as high each time it is re-heated.
tLrorpH	active	-NGvrgeDksaju8EvRQgR	user	42	7	Great stuff. And who invented the soufflé?
tLrorpH	active	-NGvrq8PRGMLBVaBnjDY	agent	263	40	The earliest mention of the soufflé is attributed to French master cook. Vincent La Chapelle, in the early eighteenth century. The development and popularization of the soufflé is usually traced to French chef Marie-Antoine Carême in the early nineteenth century.
tLrorpH	active	-NGvrxN6FuCNK1m5puoJ	user	55	10	Is the cheese souffle the most popular type of souffle?
tLrorpH	active	-NGvsOgdDCGsQHh2sTY6	agent	595	95	I don't know which type of soufflé is more popular, but usually you differ between savory and sweet soufflé. There are a number of both savory and sweet soufflé flavor variations. Savory soufflés often include cheese, and vegetables such as spinach, carrot and herbs, and may sometimes incorporate poultry, bacon, ham, or seafood for a more substantial dish. Sweet soufflés may be based on a chocolate or fruit sauce (lemon or raspberry, for example), and are often served with a dusting of powdered sugar. Frugal recipes sometimes emphasize the possibilities for making soufflés from leftovers.
tLrorpH	active	-NGvsVmlzQLNoGDiBMph	user	24	3	Fascinating stuff. Next?
tLrorpH	active	-NGvsZPpv5iisYYx63sF	agent	33	6	We reached the last step already.
1vNO49Y	active	-NKI0yiRc87QmTT2MCYH	user	5	1	Hello
1vNO49Y	active	-NKI5W82P5U6RpQffhk3	agent	248	46	Hey!  Happy to have you on board for our masterclass :-) Today you will be learning how to prepare Duck à l'Orange. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
1vNO49Y	active	-NKI5ZTrIwewtEdIjj-S	user	5	1	start
1vNO49Y	active	-NKI5gRLpSk91p0VNv7u	agent	81	14	How can I help you? Do you have any questions regarding the required ingredients?
1vNO49Y	active	-NKI5l_Qm1vKcHZz57P5	user	2	1	no
1vNO49Y	active	-NKI60x24EMLHGNiiHZ8	agent	74	13	Have you managed to find bitter oranges or Seville oranges for the recipe?
1vNO49Y	active	-NKI670KUvdfsz7xoExI	agent	84	15	The type of orange you'll be using is quite important when making the sauce bigarade
1vNO49Y	active	-NKI671F3IC7pVC8Jvg1	user	22	4	i have seville oranges
1vNO49Y	active	-NKI6Ci8I8QPc7iLv4xY	user	17	3	what is bigarade?
1vNO49Y	active	-NKI6OmjaHeW5j0aH4t5	agent	225	42	That is a great question!  A roast duck is essential for duck à l'orange, but it's not what defines the dish. The sauce is what puts the orange in it. It's not any old orange sauce, though, it's a specific one—sauce bigarade.
1vNO49Y	active	-NKI6QXw5tWg0BJkI-g-	agent	88	14	"Bigarade" is the French name of bitter oranges, also sometimes sold as Seville oranges.
1vNO49Y	active	-NKI6agFXmUr414sfNi5	user	55	11	Is there anything else I need to know about the recipe?
1vNO49Y	active	-NKI6hF5nfs2dXg_mRi7	agent	120	23	In many places, you can't find this type of orange at all. So it's really good that you managed to find Seville Oranges.
1vNO49Y	active	-NKI6p2EWlCNNIDoPbHH	agent	55	11	Would you like to know about the history of the recipe?
1vNO49Y	active	-NKI6qTQQX6QYMlKaAjm	user	10	2	yes please
1vNO49Y	active	-NKI74QYJOuZh8yUcupp	agent	248	43	The beginning beginning takes us out of France and south to Italy. According to that history, Catherine de' Medici introduced some proto-duck à l'orange to France in 1533, when she moved there with her retinue of cooks to marry the Duke of Orléans.
1vNO49Y	active	-NKI7H_rlr9DZKpYL9cV	user	16	2	very interesting
